SUBMITTED_ID	FBID_KEY	ASSOCIATED_GENE	SYMBOL
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PA	FBpp0071108	CG10959	CG10959-PA
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10959-PB	FBpp0304004	CG10959	CG10959-PB
CG10960-PA	FBpp0075675	CG10960	CG10960-PA
CG10960-PA	FBpp0075675	CG10960	CG10960-PA
CG10960-PA	FBpp0075675	CG10960	CG10960-PA
CG10960-PA	FBpp0075675	CG10960	CG10960-PA
CG10960-PA	FBpp0075675	CG10960	CG10960-PA
CG10960-PA	FBpp0075675	CG10960	CG10960-PA
CG10960-PA	FBpp0075675	CG10960	CG10960-PA
CG10960-PA	FBpp0075675	CG10960	CG10960-PA
CG10960-PA	FBpp0075675	CG10960	CG10960-PA
CG10960-PA	FBpp0075675	CG10960	CG10960-PA
CG10960-PA	FBpp0075675	CG10960	CG10960-PA
CG10960-PA	FBpp0075675	CG10960	CG10960-PA
CG10960-PA	FBpp0075675	CG10960	CG10960-PA
CG10960-PA	FBpp0075675	CG10960	CG10960-PA
CG10960-PA	FBpp0075675	CG10960	CG10960-PA
CG10960-PB	FBpp0075674	CG10960	CG10960-PB
CG10960-PB	FBpp0075674	CG10960	CG10960-PB
CG10960-PB	FBpp0075674	CG10960	CG10960-PB
CG10960-PB	FBpp0075674	CG10960	CG10960-PB
CG10960-PB	FBpp0075674	CG10960	CG10960-PB
CG10960-PB	FBpp0075674	CG10960	CG10960-PB
CG10960-PB	FBpp0075674	CG10960	CG10960-PB
CG10960-PB	FBpp0075674	CG10960	CG10960-PB
CG10960-PB	FBpp0075674	CG10960	CG10960-PB
CG10960-PB	FBpp0075674	CG10960	CG10960-PB
CG10960-PB	FBpp0075674	CG10960	CG10960-PB
CG10960-PB	FBpp0075674	CG10960	CG10960-PB
CG10960-PB	FBpp0075674	CG10960	CG10960-PB
CG10960-PC	FBpp0075673	CG10960	CG10960-PC
CG10960-PC	FBpp0075673	CG10960	CG10960-PC
CG10960-PC	FBpp0075673	CG10960	CG10960-PC
CG10960-PC	FBpp0075673	CG10960	CG10960-PC
CG10960-PC	FBpp0075673	CG10960	CG10960-PC
CG10960-PC	FBpp0075673	CG10960	CG10960-PC
CG10960-PC	FBpp0075673	CG10960	CG10960-PC
CG10960-PC	FBpp0075673	CG10960	CG10960-PC
CG10960-PC	FBpp0075673	CG10960	CG10960-PC
CG10960-PC	FBpp0075673	CG10960	CG10960-PC
CG10960-PC	FBpp0075673	CG10960	CG10960-PC
CG10960-PC	FBpp0075673	CG10960	CG10960-PC
CG10960-PC	FBpp0075673	CG10960	CG10960-PC
CG10960-PC	FBpp0075673	CG10960	CG10960-PC
CG10960-PC	FBpp0075673	CG10960	CG10960-PC
CG10962-PB	FBpp0071206	CG10962	CG10962-PB
CG10962-PB	FBpp0071206	CG10962	CG10962-PB
CG10962-PB	FBpp0071206	CG10962	CG10962-PB
CG10962-PB	FBpp0071206	CG10962	CG10962-PB
CG10962-PB	FBpp0071206	CG10962	CG10962-PB
CG10962-PB	FBpp0071206	CG10962	CG10962-PB
CG10962-PB	FBpp0071206	CG10962	CG10962-PB
CG10962-PB	FBpp0071206	CG10962	CG10962-PB
CG10962-PB	FBpp0071206	CG10962	CG10962-PB
CG10962-PB	FBpp0071206	CG10962	CG10962-PB
CG10962-PB	FBpp0071206	CG10962	CG10962-PB
CG10970-PA	FBpp0071291	CG10970	CG10970-PA
CG10970-PB	FBpp0311999	CG10970	CG10970-PB
CG10973-PB	FBpp0099759	CG10973	CG10973-PB
CG10979-PA	FBpp0078280	CG10979	CG10979-PA
CG10979-PB	FBpp0307486	CG10979	CG10979-PB
CG10984-PA	FBpp0075652	CG10984	CG10984-PA
CG10984-PB	FBpp0075653	CG10984	CG10984-PB
CG10984-PC	FBpp0075651	CG10984	CG10984-PC
CG10984-PD	FBpp0303944	CG10984	CG10984-PD
CG10993-PA	FBpp0073668	CG10993	CG10993-PA
CG10993-PA	FBpp0073668	CG10993	CG10993-PA
CG10996-PA	FBpp0073667	CG10996	CG10996-PA
CG10996-PA	FBpp0073667	CG10996	CG10996-PA
CG10996-PA	FBpp0073667	CG10996	CG10996-PA
CG10996-PA	FBpp0073667	CG10996	CG10996-PA
CG11000-PB	FBpp0112107	CG11000	CG11000-PB
CG11000-PC	FBpp0301052	CG11000	CG11000-PC
CG11007-PA	FBpp0085660	CG11007	CG11007-PA
CG11007-PB	FBpp0311843	CG11007	CG11007-PB
CG11029-PA	FBpp0078767	CG11029	CG11029-PA
CG11029-PA	FBpp0078767	CG11029	CG11029-PA
CG11029-PA	FBpp0078767	CG11029	CG11029-PA
CG11029-PA	FBpp0078767	CG11029	CG11029-PA
CG11029-PA	FBpp0078767	CG11029	CG11029-PA
CG11030-PA	FBpp0078766	CG11030	CG11030-PA
CG11030-PB	FBpp0304812	CG11030	CG11030-PB
CG11034-PB	FBpp0297739	CG11034	CG11034-PB
CG11034-PB	FBpp0297739	CG11034	CG11034-PB
CG11034-PB	FBpp0297739	CG11034	CG11034-PB
CG11034-PC	FBpp0309549	CG11034	CG11034-PC
CG11034-PC	FBpp0309549	CG11034	CG11034-PC
CG11034-PC	FBpp0309549	CG11034	CG11034-PC
CG11035-PA	FBpp0081306	CG11035	CG11035-PA
CG11035-PB	FBpp0312540	CG11035	CG11035-PB
CG11037-PA	FBpp0077990	CG11037	CG11037-PA
CG11037-PA	FBpp0077990	CG11037	CG11037-PA
CG11037-PA	FBpp0077990	CG11037	CG11037-PA
CG11037-PA	FBpp0077990	CG11037	CG11037-PA
CG11037-PA	FBpp0077990	CG11037	CG11037-PA
CG11037-PA	FBpp0077990	CG11037	CG11037-PA
CG11037-PA	FBpp0077990	CG11037	CG11037-PA
CG11037-PA	FBpp0077990	CG11037	CG11037-PA
CG11037-PA	FBpp0077990	CG11037	CG11037-PA
CG1103-PA	FBpp0078549	CG1103	CG1103-PA
CG1103-PA	FBpp0078549	CG1103	CG1103-PA
CG1103-PB	FBpp0110463	CG1103	CG1103-PB
CG1103-PB	FBpp0110463	CG1103	CG1103-PB
CG11041-PB	FBpp0289916	CG11041	CG11041-PB
CG11041-PB	FBpp0289916	CG11041	CG11041-PB
CG11044-PA	FBpp0085623	CG11044	CG11044-PA
CG11050-PA	FBpp0078921	CG11050	CG11050-PA
CG11050-PB	FBpp0078922	CG11050	CG11050-PB
CG11050-PC	FBpp0078923	CG11050	CG11050-PC
CG11052-PA	FBpp0081311	CG11052	CG11052-PA
CG11052-PB	FBpp0300420	CG11052	CG11052-PB
CG11052-PC	FBpp0300421	CG11052	CG11052-PC
CG11052-PD	FBpp0307218	CG11052	CG11052-PD
CG1105-PA	FBpp0081159	CG1105	CG1105-PA
CG1105-PA	FBpp0081159	CG1105	CG1105-PA
CG1105-PA	FBpp0081159	CG1105	CG1105-PA
CG1105-PA	FBpp0081159	CG1105	CG1105-PA
CG1105-PA	FBpp0081159	CG1105	CG1105-PA
CG1105-PA	FBpp0081159	CG1105	CG1105-PA
CG11060-PA	FBpp0088116	CG11060	CG11060-PA
CG11060-PA	FBpp0088116	CG11060	CG11060-PA
CG11069-PA	FBpp0084089	CG11069	CG11069-PA
CG11070-PA	FBpp0078927	CG11070	CG11070-PA
CG11070-PA	FBpp0078927	CG11070	CG11070-PA
CG11073-PA	FBpp0071710	CG11073	CG11073-PA
CG11073-PB	FBpp0289917	CG11073	CG11073-PB
CG11073-PC	FBpp0307619	CG11073	CG11073-PC
CG11073-PD	FBpp0307620	CG11073	CG11073-PD
CG11073-PE	FBpp0307621	CG11073	CG11073-PE
CG11076-PA	FBpp0088285	CG11076	CG11076-PA
CG11076-PD	FBpp0311038	CG11076	CG11076-PD
CG11076-PE	FBpp0311039	CG11076	CG11076-PE
CG11077-PA	FBpp0088286	CG11077	CG11077-PA
CG11085-PA	FBpp0073489	CG11085	CG11085-PA
CG11089-PA	FBpp0084087	CG11089	CG11089-PA
CG11089-PB	FBpp0292528	CG11089	CG11089-PB
CG11095-PA	FBpp0073658	CG11095	CG11095-PA
CG11099-PA	FBpp0085624	CG11099	CG11099-PA
CG11099-PB	FBpp0309578	CG11099	CG11099-PB
CG11103-PC	FBpp0428079	CG11103	CG11103-PC
CG11109-PA	FBpp0078204	CG11109	CG11109-PA
CG11109-PB	FBpp0078203	CG11109	CG11109-PB
CG11110-PA	FBpp0085545	CG11110	CG11110-PA
CG11110-PA	FBpp0085545	CG11110	CG11110-PA
CG11123-PA	FBpp0088044	CG11123	CG11123-PA
CG11125-PA	FBpp0088047	CG11125	CG11125-PA
CG11125-PC	FBpp0307850	CG11125	CG11125-PC
CG11127-PA	FBpp0088048	CG11127	CG11127-PA
CG11131-PA	FBpp0078209	CG11131	CG11131-PA
CG11131-PA	FBpp0078209	CG11131	CG11131-PA
CG11131-PA	FBpp0078209	CG11131	CG11131-PA
CG11131-PA	FBpp0078209	CG11131	CG11131-PA
CG11131-PB	FBpp0304362	CG11131	CG11131-PB
CG11131-PB	FBpp0304362	CG11131	CG11131-PB
CG11131-PB	FBpp0304362	CG11131	CG11131-PB
CG11131-PB	FBpp0304362	CG11131	CG11131-PB
CG11134-PA	FBpp0073649	CG11134	CG11134-PA
CG11134-PA	FBpp0073649	CG11134	CG11134-PA
CG11134-PB	FBpp0304097	CG11134	CG11134-PB
CG11134-PB	FBpp0304097	CG11134	CG11134-PB
CG1113-PA	FBpp0078426	CG1113	CG1113-PA
CG1113-PB	FBpp0304701	CG1113	CG1113-PB
CG11141-PA	FBpp0088071	CG11141	CG11141-PA
CG11141-PB	FBpp0088070	CG11141	CG11141-PB
CG11141-PC	FBpp0311785	CG11141	CG11141-PC
CG11145-PA	FBpp0088076	CG11145	CG11145-PA
CG11145-PB	FBpp0428208	CG11145	CG11145-PB
CG11147-PA	FBpp0078796	CG11147	CG11147-PA
CG11147-PA	FBpp0078796	CG11147	CG11147-PA
CG11147-PA	FBpp0078796	CG11147	CG11147-PA
CG11147-PB	FBpp0078797	CG11147	CG11147-PB
CG11147-PB	FBpp0078797	CG11147	CG11147-PB
CG11147-PB	FBpp0078797	CG11147	CG11147-PB
CG11149-PA	FBpp0078800	CG11149	CG11149-PA
CG11149-PA	FBpp0078800	CG11149	CG11149-PA
CG11149-PA	FBpp0078800	CG11149	CG11149-PA
CG11149-PB	FBpp0078799	CG11149	CG11149-PB
CG11149-PB	FBpp0078799	CG11149	CG11149-PB
CG11149-PB	FBpp0078799	CG11149	CG11149-PB
CG11149-PC	FBpp0289919	CG11149	CG11149-PC
CG11149-PC	FBpp0289919	CG11149	CG11149-PC
CG11149-PC	FBpp0289919	CG11149	CG11149-PC
CG11149-PD	FBpp0289920	CG11149	CG11149-PD
CG11149-PD	FBpp0289920	CG11149	CG11149-PD
CG11149-PD	FBpp0289920	CG11149	CG11149-PD
CG11149-PE	FBpp0304814	CG11149	CG11149-PE
CG11149-PE	FBpp0304814	CG11149	CG11149-PE
CG11149-PE	FBpp0304814	CG11149	CG11149-PE
CG11151-PA	FBpp0073650	CG11151	CG11151-PA
CG11151-PB	FBpp0304108	CG11151	CG11151-PB
CG11155-PA	FBpp0088259	CG11155	CG11155-PA
CG11155-PA	FBpp0088259	CG11155	CG11155-PA
CG11155-PA	FBpp0088259	CG11155	CG11155-PA
CG11155-PA	FBpp0088259	CG11155	CG11155-PA
CG11155-PB	FBpp0088258	CG11155	CG11155-PB
CG11155-PB	FBpp0088258	CG11155	CG11155-PB
CG11155-PB	FBpp0088258	CG11155	CG11155-PB
CG11155-PD	FBpp0305854	CG11155	CG11155-PD
CG11155-PD	FBpp0305854	CG11155	CG11155-PD
CG11155-PD	FBpp0305854	CG11155	CG11155-PD
CG11155-PD	FBpp0305854	CG11155	CG11155-PD
CG11158-PA	FBpp0073643	CG11158	CG11158-PA
CG11159-PA	FBpp0085560	CG11159	CG11159-PA
CG11159-PA	FBpp0085560	CG11159	CG11159-PA
CG11159-PA	FBpp0085560	CG11159	CG11159-PA
CG11159-PA	FBpp0085560	CG11159	CG11159-PA
CG11159-PA	FBpp0085560	CG11159	CG11159-PA
CG11159-PA	FBpp0085560	CG11159	CG11159-PA
CG11159-PA	FBpp0085560	CG11159	CG11159-PA
CG11159-PA	FBpp0085560	CG11159	CG11159-PA
CG11159-PA	FBpp0085560	CG11159	CG11159-PA
CG11159-PA	FBpp0085560	CG11159	CG11159-PA
CG11159-PA	FBpp0085560	CG11159	CG11159-PA
CG11159-PA	FBpp0085560	CG11159	CG11159-PA
CG11162-PA	FBpp0073642	CG11162	CG11162-PA
CG11162-PA	FBpp0073642	CG11162	CG11162-PA
CG11164-PA	FBpp0073640	CG11164	CG11164-PA
CG11164-PB	FBpp0309343	CG11164	CG11164-PB
CG11168-PA	FBpp0084091	CG11168	CG11168-PA
CG11168-PA	FBpp0084091	CG11168	CG11168-PA
CG11168-PA	FBpp0084091	CG11168	CG11168-PA
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PC	FBpp0297226	CG11168	CG11168-PC
CG11168-PD	FBpp0307938	CG11168	CG11168-PD
CG11168-PD	FBpp0307938	CG11168	CG11168-PD
CG11168-PD	FBpp0307938	CG11168	CG11168-PD
CG11168-PE	FBpp0307939	CG11168	CG11168-PE
CG11168-PE	FBpp0307939	CG11168	CG11168-PE
CG11168-PE	FBpp0307939	CG11168	CG11168-PE
CG1116-PA	FBpp0078422	CG1116	CG1116-PA
CG1116-PA	FBpp0078422	CG1116	CG1116-PA
CG1116-PB	FBpp0078421	CG1116	CG1116-PB
CG1116-PB	FBpp0078421	CG1116	CG1116-PB
CG1116-PD	FBpp0306928	CG1116	CG1116-PD
CG1116-PD	FBpp0306928	CG1116	CG1116-PD
CG11178-PB	FBpp0073636	CG11178	CG11178-PB
CG11178-PC	FBpp0311349	CG11178	CG11178-PC
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11192-PB	FBpp0288561	CG11192	CG11192-PB
CG11200-PA	FBpp0085612	CG11200	CG11200-PA
CG11200-PA	FBpp0085612	CG11200	CG11200-PA
CG11200-PA	FBpp0085612	CG11200	CG11200-PA
CG11200-PA	FBpp0085612	CG11200	CG11200-PA
CG11200-PA	FBpp0085612	CG11200	CG11200-PA
CG11200-PA	FBpp0085612	CG11200	CG11200-PA
CG11200-PB	FBpp0085611	CG11200	CG11200-PB
CG11200-PB	FBpp0085611	CG11200	CG11200-PB
CG11200-PB	FBpp0085611	CG11200	CG11200-PB
CG11200-PB	FBpp0085611	CG11200	CG11200-PB
CG11200-PB	FBpp0085611	CG11200	CG11200-PB
CG11200-PB	FBpp0085611	CG11200	CG11200-PB
CG11200-PC	FBpp0310597	CG11200	CG11200-PC
CG11200-PC	FBpp0310597	CG11200	CG11200-PC
CG11200-PC	FBpp0310597	CG11200	CG11200-PC
CG11200-PC	FBpp0310597	CG11200	CG11200-PC
CG11200-PC	FBpp0310597	CG11200	CG11200-PC
CG11200-PC	FBpp0310597	CG11200	CG11200-PC
CG11211-PA	FBpp0085348	CG11211	CG11211-PA
CG11236-PA	FBpp0078967	CG11236	CG11236-PA
CG11236-PA	FBpp0078967	CG11236	CG11236-PA
CG11236-PB	FBpp0301559	CG11236	CG11236-PB
CG11236-PB	FBpp0301559	CG11236	CG11236-PB
CG11241-PA	FBpp0078188	CG11241	CG11241-PA
CG11241-PA	FBpp0078188	CG11241	CG11241-PA
CG11241-PB	FBpp0112101	CG11241	CG11241-PB
CG11241-PB	FBpp0112101	CG11241	CG11241-PB
CG11241-PC	FBpp0312455	CG11241	CG11241-PC
CG11241-PC	FBpp0312455	CG11241	CG11241-PC
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
CG11247-PA	FBpp0078113	CG11247	CG11247-PA
